,SHD,predicted edges,FDR
0,596,616,0.9659090909090909
1,223,198,0.9696969696969697
2,38,0,0.0
3,38,0,0.0
4,38,0,0.0
5,38,0,0.0
6,38,0,0.0
7,38,0,0.0
8,38,0,0.0
9,38,0,0.0
10,38,0,0.0
11,38,0,0.0
12,38,0,0.0
13,38,0,0.0
14,38,0,0.0
15,38,0,0.0
16,38,0,0.0
17,38,0,0.0
18,38,0,0.0
19,38,0,0.0
20,38,0,0.0
21,38,0,0.0
22,38,0,0.0
23,38,0,0.0
24,38,0,0.0
25,38,0,0.0
26,38,0,0.0
27,38,0,0.0
28,38,0,0.0
29,38,0,0.0
30,38,0,0.0
31,38,0,0.0
32,38,0,0.0
33,38,0,0.0
34,38,0,0.0
35,38,0,0.0
36,38,0,0.0
37,38,0,0.0
38,38,0,0.0
39,38,0,0.0
40,38,0,0.0
41,38,0,0.0
42,38,0,0.0
43,38,0,0.0
44,38,0,0.0
45,38,0,0.0
46,38,0,0.0
47,38,0,0.0
48,38,0,0.0
49,38,0,0.0
